Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2022-02-01 00:00:00,12,31.0,1.0,40.0,1.0,-9999.0,1.0,18.8422,1.0,24.6283,1.0,43.4705,1.0,-9999.0,1.0,-9999.0,1.0,4.67095,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 01:00:00,12,32.0,1.0,48.0,1.0,-9999.0,1.0,10.1687,1.0,18.445,1.0,28.6137,1.0,-9999.0,1.0,-9999.0,1.0,4.73048,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 02:00:00,12,31.0,1.0,52.0,1.0,-9999.0,1.0,8.7477,1.0,17.6522,1.0,26.3999,1.0,-9999.0,1.0,-9999.0,1.0,14.6576,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 03:00:00,12,22.0,1.0,43.0,1.0,-9999.0,1.0,11.7938,1.0,20.5693,1.0,32.3631,1.0,-9999.0,1.0,-9999.0,1.0,16.935,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 04:00:00,12,22.0,1.0,49.0,1.0,-9999.0,1.0,12.3372,1.0,19.6969,1.0,32.0341,1.0,-9999.0,1.0,-9999.0,1.0,14.7422,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 05:00:00,12,25.0,1.0,47.0,1.0,-9999.0,1.0,9.2376,1.0,16.7891,1.0,26.0266,1.0,-9999.0,1.0,-9999.0,1.0,21.1732,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 06:00:00,12,28.0,1.0,60.0,1.0,-9999.0,1.0,16.9819,1.0,17.8237,1.0,34.8056,1.0,-9999.0,1.0,-9999.0,1.0,22.0564,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 07:00:00,12,39.0,1.0,87.0,1.0,-9999.0,1.0,38.9266,1.0,20.113,1.0,59.0396,1.0,-9999.0,1.0,-9999.0,1.0,28.5785,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 08:00:00,12,38.0,1.0,80.0,1.0,-9999.0,1.0,71.8184,1.0,19.7421,1.0,91.5604,1.0,-9999.0,1.0,-9999.0,1.0,26.9369,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
2022-02-01 09:00:00,12,44.0,1.0,80.0,1.0,-9999.0,1.0,89.9354,1.0,19.5099,1.0,109.445,1.0,-9999.0,1.0,-9999.0,1.0,27.2114,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0
